Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,gene_set
GO_Cellular_Component_2023,Cell-Substrate Junction (GO:0030055),13/395,2.831733967935865e-09,1.5716123522044053e-07,0,0,10.556220393916728,207.7715053015936,ITGB1;MDC1;ITGA2;ITGA1;PXN;HMGA1;FHL2;ICAM1;CNN2;AKAP12;FLNB;FLNC;TGM2,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Focal Adhesion (GO:0005925),13/387,2.213202440301532e-09,1.5716123522044053e-07,0,0,10.786435786435788,214.9609944222792,ITGB1;MDC1;ITGA2;ITGA1;PXN;HMGA1;FHL2;ICAM1;CNN2;AKAP12;FLNB;FLNC;TGM2,GO_Cellular_Component_2023
GO_Biological_Process_2023,DNA Metabolic Process (GO:0006259),11/288,1.1395949009896204e-08,8.911632125738833e-06,0,0,12.003165787281311,219.53799701085023,TOP2A;DUT;NT5E;RRM1;LIG1;CBS;CDK1;MCM3;MCM4;MCM6;TYMS,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitotic DNA Replication (GO:1902969),4/10,3.972676695902479e-08,1.553316588097869e-05,0,0,184.42592592592592,3142.8465850168946,LIG1;MCM3;MCM4;MCM6,GO_Biological_Process_2023
KEGG_2021_Human,Focal adhesion,8/201,9.5090451430772e-07,0.0001654573854895433,0,0,12.027430661383724,166.7705757161672,ITGB1;ITGA2;ITGA1;PXN;FLNB;PRKCA;LAMC1;FLNC,KEGG_2021_Human
KEGG_2021_Human,Pyrimidine metabolism,5/56,2.27650580472546e-06,0.00019805600501111503,0,0,27.44131455399061,356.5414005866634,DCTD;NT5E;DUT;RRM1;TYMS,KEGG_2021_Human
GO_Cellular_Component_2023,CMG Complex (GO:0071162),3/10,6.2072857775514416e-06,0.00022966957376940333,0,0,116.92954990215264,1401.9603775039,MCM3;MCM4;MCM6,GO_Cellular_Component_2023
GO_Biological_Process_2023,DNA Unwinding Involved In DNA Replication (GO:0006268),4/20,8.905527818155236e-07,0.00023213742512657984,0,0,69.125,963.0096469394232,HMGA1;MCM3;MCM4;MCM6,GO_Biological_Process_2023
Reactome_2022,Mitotic G1 Phase And G1/S Transition R-HSA-453279,7/147,1.436546129224778e-06,0.0003131670561710016,0,0,14.336231884057971,192.86918178641568,TOP2A;DHFR;CDK1;MCM3;MCM4;MCM6;TYMS,Reactome_2022
Reactome_2022,Laminin Interactions R-HSA-3000157,4/22,1.3368421730610927e-06,0.0003131670561710016,0,0,61.43827160493827,830.9649303038887,ITGB1;ITGA2;ITGA1;LAMC1,Reactome_2022
Reactome_2022,CHL1 Interactions R-HSA-447041,3/9,4.357001230988494e-06,0.0004749131341777458,0,0,136.42465753424656,1683.988664319421,ITGB1;ITGA2;ITGA1,Reactome_2022
Reactome_2022,Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943,4/28,3.67781984965366e-06,0.0004749131341777458,0,0,46.06481481481482,576.4177991403952,DCTD;DUT;RRM1;TYMS,Reactome_2022
KEGG_2021_Human,DNA replication,4/36,1.0340064636487702e-05,0.0005997237489162867,0,0,34.53472222222222,396.440806313488,LIG1;MCM3;MCM4;MCM6,KEGG_2021_Human
GO_Cellular_Component_2023,Secretory Granule Lumen (GO:0034774),8/316,2.6374206964489023e-05,0.0006831820557777166,0,0,7.492742551566081,78.99691407836741,CNN2;SERPINB1;ANXA2;NPC2;MVP;SERPINE1;COTL1;PYGL,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Nuclear Chromosome (GO:0000228),5/95,3.077396647647372e-05,0.0006831820557777166,0,0,15.519561815336465,161.23026737835886,TOP2A;MCM3;MCM4;NCAPG;MCM6,GO_Cellular_Component_2023
Reactome_2022,Unwinding Of DNA R-HSA-176974,3/11,8.511703227303467e-06,0.000694546183597897,0,0,102.3082191780822,1194.353157896221,MCM3;MCM4;MCM6,Reactome_2022
Reactome_2022,G1/S Transition R-HSA-69206,6/129,9.677675500696404e-06,0.000694546183597897,0,0,13.798606271777004,159.31441416002525,DHFR;CDK1;MCM3;MCM4;MCM6;TYMS,Reactome_2022
Reactome_2022,Platelet Adhesion To Exposed Collagen R-HSA-75892,3/12,1.131793592175856e-05,0.000694546183597897,0,0,90.93607305936074,1035.6820158044331,ITGB1;ITGA2;ITGA1,Reactome_2022
Reactome_2022,Extracellular Matrix Organization R-HSA-1474244,8/291,1.4600612467902631e-05,0.000694546183597897,0,0,8.165038453543962,90.9131885693835,ITGB1;ITGA2;ITGA1;SERPINE1;PRKCA;LAMC1;CTSB;ICAM1,Reactome_2022
Reactome_2022,Dissolution Of Fibrin Clot R-HSA-75205,3/13,1.467312533389882e-05,0.000694546183597897,0,0,81.83835616438355,910.8194076413552,ANXA2;SERPINE1;PLAT,Reactome_2022
Reactome_2022,Signaling By Retinoic Acid R-HSA-5362517,4/41,1.752295417334144e-05,0.000694546183597897,0,0,29.86036036036036,327.03063290864714,CYP26B1;CRABP2;RDH10;DHRS3,Reactome_2022
Reactome_2022,Non-integrin membrane-ECM Interactions R-HSA-3000171,4/41,1.752295417334144e-05,0.000694546183597897,0,0,29.86036036036036,327.03063290864714,ITGB1;ITGA2;PRKCA;LAMC1,Reactome_2022
Reactome_2022,GPER1 Signaling R-HSA-9634597,4/43,2.123144935623196e-05,0.0007714093266097613,0,0,28.326210826210826,304.7907937318705,ITGB1;GNG2;PRKCA;GNG12,Reactome_2022
Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",10/523,2.7860688064706767e-05,0.0009344046150932424,0,0,5.733061610254593,60.130035073259805,TOP2A;DHFR;TUBB6;CDK1;MCM3;MCM4;NCAPG;PRKCA;MCM6;TYMS,Reactome_2022
Reactome_2022,Metabolism Of Nucleotides R-HSA-15869,5/95,3.077396647647372e-05,0.000950578580303456,0,0,15.519561815336465,161.23026737835886,DCTD;DUT;NT5E;RRM1;TYMS,Reactome_2022
Reactome_2022,MET Activates PTK2 Signaling R-HSA-8874081,3/17,3.450756879106439e-05,0.000950578580303456,0,0,58.44422700587084,600.475384304079,ITGB1;ITGA2;LAMC1,Reactome_2022
Reactome_2022,Cell Cycle R-HSA-1640170,11/654,3.4883617625814896e-05,0.000950578580303456,0,0,5.0745543725326,52.08265453892075,TOP2A;DHFR;MDC1;TUBB6;CDK1;MCM3;MCM4;NCAPG;PRKCA;MCM6;TYMS,Reactome_2022
Reactome_2022,L1CAM Interactions R-HSA-373760,5/99,3.754237032219034e-05,0.0009628513800279406,0,0,14.856158225951454,151.38485232639957,ITGB1;ITGA2;ITGA1;NRCAM;LAMC1,Reactome_2022
GO_Biological_Process_2023,DNA-templated DNA Replication (GO:0006261),5/69,6.445418627982183e-06,0.0012600793417705,0,0,21.85299295774648,261.1900524423231,RRM1;MCM3;HMGA1;MCM4;MCM6,GO_Biological_Process_2023
Reactome_2022,ECM Proteoglycans R-HSA-3000178,4/55,5.668629754507614e-05,0.001316682063733,0,0,21.64814814814815,211.6751172492263,ITGB1;ITGA2;SERPINE1;LAMC1,Reactome_2022
Reactome_2022,Syndecan Interactions R-HSA-3000170,3/20,5.737834681405649e-05,0.001316682063733,0,0,48.12328767123287,469.9644989426725,ITGB1;ITGA2;PRKCA,Reactome_2022
GO_Biological_Process_2023,Double-Strand Break Repair Via Break-Induced Replication (GO:0000727),3/11,8.511703227303467e-06,0.0013312303847502,0,0,102.3082191780822,1194.353157896221,MCM3;MCM4;MCM6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of DNA-templated DNA Replication Initiation (GO:0030174),3/12,1.131793592175856e-05,0.0014751043151358,0,0,90.93607305936074,1035.6820158044331,MCM3;MCM4;MCM6,GO_Biological_Process_2023
GO_Cellular_Component_2023,Collagen-Containing Extracellular Matrix (GO:0062023),8/373,8.478108245268948e-05,0.0015684500253747,0,0,6.3042707493956485,59.10530033003121,SERPINB1;ANXA2;SERPINE1;PLAT;LAMC1;CTSB;ICAM1;TGM2,GO_Cellular_Component_2023
Reactome_2022,RA Biosynthesis Pathway R-HSA-5365859,3/22,7.708851726284747e-05,0.00168052967633,0,0,43.05335255948089,407.7391959396414,CYP26B1;RDH10;DHRS3,Reactome_2022
GO_Biological_Process_2023,DNA Duplex Unwinding (GO:0032508),4/41,1.752295417334144e-05,0.001957564309079,0,0,29.86036036036036,327.03063290864714,HMGA1;MCM3;MCM4;MCM6,GO_Biological_Process_2023
GO_Cellular_Component_2023,Serine Protease Inhibitor Complex (GO:0097180),2/5,0.0001414500157223739,0.0022429931064547,0,0,179.46846846846847,1590.7302830047636,SERPINE1;PLAT,GO_Cellular_Component_2023
Reactome_2022,Integrin Cell Surface Interactions R-HSA-216083,4/66,0.00011606595388429876,0.0024097502806454,0,0,17.79749103942652,161.26933032143629,ITGB1;ITGA2;ITGA1;ICAM1,Reactome_2022
Reactome_2022,MET Promotes Cell Motility R-HSA-8875878,3/28,0.00016132202983797444,0.0031971093186071,0,0,32.71068493150685,285.6332337511556,ITGB1;ITGA2;LAMC1,Reactome_2022
Reactome_2022,G1/S-Specific Transcription R-HSA-69205,3/29,0.00017944539884950534,0.003286833540631,0,0,31.45100105374078,271.28499955096464,DHFR;CDK1;TYMS,Reactome_2022
Reactome_2022,Metabolism R-HSA-1430728,19/2049,0.00018092661691547108,0.003286833540631,0,0,2.938259441707717,25.320212858355116,DUT;RRM1;GBE1;FHL2;PRKCA;ACSL3;PYGL;GNG12;TYMS;DHFR;DCTD;NT5E;CYP26B1;GNG2;PSAT1;RBP1;NAMPT;BLVRB;ASL,Reactome_2022
GO_Biological_Process_2023,Regulation Of DNA-templated DNA Replication (GO:0090329),3/17,3.450756879106439e-05,0.0033731148493265,0,0,58.44422700587084,600.475384304079,MCM3;MCM4;MCM6,GO_Biological_Process_2023
Reactome_2022,DNA Strand Elongation R-HSA-69190,3/31,0.000219544191344744,0.0036815872087041,0,0,29.201565557729943,245.9927331283584,MCM3;MCM4;MCM6,Reactome_2022
Reactome_2022,Regulation Of Insulin Secretion R-HSA-422356,4/77,0.0002111646318953556,0.0036815872087041,0,0,15.10730593607306,127.85120369521508,GNG2;PRKCA;ACSL3;GNG12,Reactome_2022
GO_Cellular_Component_2023,Lipid Droplet (GO:0005811),4/82,0.0002690390211150906,0.0037329164179718,0,0,14.135327635327636,116.20163948977346,ANXA2;RDH10;ACSL3;DHRS3,GO_Cellular_Component_2023
Reactome_2022,Activation Of Pre-Replicative Complex R-HSA-68962,3/32,0.00024159525821412903,0.0037619833064771,0,0,28.193197921587156,234.79990807993084,MCM3;MCM4;MCM6,Reactome_2022
Reactome_2022,Glucagon Signaling In Metabolic Regulation R-HSA-163359,3/32,0.00024159525821412903,0.0037619833064771,0,0,28.193197921587156,234.79990807993084,GNG2;PRKCA;GNG12,Reactome_2022
Reactome_2022,G2/M Checkpoints R-HSA-69481,5/148,0.0002510974034474461,0.003775119582865,0,0,9.74145572737122,80.75344972016839,MDC1;CDK1;MCM3;MCM4;MCM6,Reactome_2022
GO_Cellular_Component_2023,Intracellular Organelle Lumen (GO:0070013),11/856,0.000372584388610569,0.0045952074595303,0,0,3.82101046882112,30.16705723576617,CNN2;PITRM1;MVP;CDK1;COTL1;SDF4;LAMC1;PYGL;TYMS;SOD2;CTSB,GO_Cellular_Component_2023
Reactome_2022,Hemostasis R-HSA-109582,9/576,0.00032770232272130554,0.0047626070902163,0,0,4.585880123193556,36.794373116979386,ITGB1;GNG2;ANXA2;ITGA2;ITGA1;SERPINE1;PRKCA;PLAT;GNG12,Reactome_2022
Reactome_2022,Activation Of ATR In Response To Replication Stress R-HSA-176187,3/36,0.00034400476885845566,0.0048382606200737,0,0,24.770859277708592,197.5440118996446,MCM3;MCM4;MCM6,Reactome_2022
Reactome_2022,Neutrophil Degranulation R-HSA-6798695,8/468,0.0003965384379169524,0.0054028362166184,0,0,4.978005115089514,38.99140773114603,CNN2;SERPINB1;ANXA2;NPC2;COTL1;HLA-A;PYGL;CTSB,Reactome_2022
