Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,gene_set
GO_Cellular_Component_2023,Cell-Substrate Junction (GO:0030055),23/395,8.482764137357871e-15,6.658969847825927e-13,0,0,10.039314516129032,325.2812198031019,ITGB1;MDC1;ITGA3;FBLIM1;SYNPO2;ITGA2;ARPC1B;PXN;ITGA1;FHL1;HMGA1;PLAUR;FHL2;LPP;ICAM1;AKAP12;CAT;FLNB;ITGAV;FLNC;CD44;EPHA2;TGM2,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Focal Adhesion (GO:0005925),23/387,5.476517811544434e-15,6.658969847825927e-13,0,0,10.264171245421243,337.0580057574446,ITGB1;MDC1;ITGA3;FBLIM1;SYNPO2;ITGA2;ARPC1B;PXN;ITGA1;FHL1;HMGA1;PLAUR;FHL2;LPP;ICAM1;AKAP12;CAT;FLNB;ITGAV;FLNC;CD44;EPHA2;TGM2,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Secretory Granule Lumen (GO:0034774),16/316,1.0355762145279827e-09,5.4195155226964433e-08,0,0,8.212913385826772,169.91128035747863,CTSA;APP;SERPINB1;ANXA2;HEXB;MVP;SERPINE1;PYGL;GNS;SDCBP;NPC2;GLB1;IMPDH1;CAT;COTL1;S100A11,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Nuclear Chromosome (GO:0000228),9/95,2.6430883734960472e-08,1.0374121865971984e-06,0,0,15.440732384588683,269.421211639762,TOP2A;YY1;PBRM1;MCM3;MCM4;NCAPG;NCAPD2;SMC4;MCM2,GO_Cellular_Component_2023
Reactome_2022,Laminin Interactions R-HSA-3000157,6/22,8.162936481826852e-09,4.889598952614284e-06,0,0,54.309306569343065,1011.438161927308,ITGB1;ITGA3;ITGA2;ITGA1;ITGAV;LAMC1,Reactome_2022
GO_Cellular_Component_2023,Azurophil Granule (GO:0042582),10/155,1.7264697685735205e-07,5.421115073320854e-06,0,0,10.22141560798548,159.1680568296979,CTSA;SDCBP;LAMP1;ANXA2;NPC2;GLB1;IMPDH1;HEXB;PSAP;GNS,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Azurophil Granule Lumen (GO:0035578),8/89,2.431613858336875e-07,6.362722929314822e-06,0,0,14.46803840877915,220.34157653768648,CTSA;SDCBP;ANXA2;NPC2;GLB1;IMPDH1;HEXB;GNS,GO_Cellular_Component_2023
Reactome_2022,Neutrophil Degranulation R-HSA-6798695,17/468,4.3110596544006273e-08,1.2911623664929876e-05,0,0,5.805476366451976,98.45795908175091,CTSA;SERPINB1;ANXA2;HEXB;PLAUR;HLA-A;PYGL;GNS;SDCBP;LAMP1;NPC2;GLB1;COTL1;ITGAV;S100A11;CD44;CTSB,Reactome_2022
GO_Cellular_Component_2023,Intracellular Organelle Lumen (GO:0070013),20/856,3.0722552053882314e-06,4.823440672459523e-05,0,0,3.699575990975221,46.95908309600812,ACOT9;APP;MVP;PLAUR;LAMC1;PYGL;TYMS;SOD2;GNS;SUMF2;MYDGF;PITRM1;VGF;GLB1;IMPDH1;CAT;COTL1;FDXR;CHGB;CTSB,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Ficolin-1-Rich Granule Lumen (GO:1904813),8/123,2.8915960626025702e-06,4.823440672459523e-05,0,0,10.173011272141707,129.74355357160692,GLB1;IMPDH1;MVP;CAT;COTL1;PYGL;GNS;CTSB,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Lysosomal Lumen (GO:0043202),7/86,2.7646365078192208e-06,4.823440672459523e-05,0,0,12.885889798957558,164.9213671379632,CTSA;NPC2;GLB1;HEXB;PSAP;GNS;CTSB,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Vacuolar Lumen (GO:0005775),9/161,2.4092494002883336e-06,4.823440672459523e-05,0,0,8.707040455616653,112.63597591581548,CTSA;SDCBP;ANXA2;NPC2;GLB1;IMPDH1;HEXB;PSAP;GNS,GO_Cellular_Component_2023
KEGG_2021_Human,Lysosome,9/128,3.513413552182883e-07,7.061961239887595e-05,0,0,11.140223253480496,165.56051214718764,CTSA;LAMP1;NPC2;GLB1;HEXB;PSAP;M6PR;GNS;CTSB,KEGG_2021_Human
Reactome_2022,Integrin Cell Surface Interactions R-HSA-216083,7/66,4.51308625152169e-07,8.31271079226538e-05,0,0,17.271435692921237,252.35492308109076,ITGB1;ITGA3;ITGA2;ITGA1;ITGAV;CD44;ICAM1,Reactome_2022
Reactome_2022,L1CAM Interactions R-HSA-373760,8/99,5.551058959776547e-07,8.31271079226538e-05,0,0,12.871632071632073,185.40436482428487,ITGB1;SDCBP;ITGA2;ITGA1;DCX;NRCAM;ITGAV;LAMC1,Reactome_2022
GO_Cellular_Component_2023,Ficolin-1-Rich Granule (GO:0101002),9/184,7.18027988767204e-06,0.00010248217657859184,0,0,7.553859275053305,89.46920998368526,LAMP1;GLB1;IMPDH1;MVP;CAT;COTL1;PYGL;GNS;CTSB,GO_Cellular_Component_2023
Reactome_2022,Extracellular Matrix Organization R-HSA-1474244,12/291,1.2519722252192085e-06,0.00014998627258126115,0,0,6.427973405565131,87.36123970088194,ITGB1;ITGA3;ITGA2;SERPINE1;ITGA1;PXDN;PRKCA;ITGAV;LAMC1;CD44;ICAM1;CTSB,Reactome_2022
Reactome_2022,Dissolution Of Fibrin Clot R-HSA-75205,4/13,1.7040040232790766e-06,0.00017011640165736115,0,0,63.46282973621104,842.9469251632432,ANXA2;SERPINE1;PLAUR;PLAT,Reactome_2022
KEGG_2021_Human,Focal adhesion,10/201,1.882581407369251e-06,0.00018919943144060967,0,0,7.741605322206039,102.05655049509456,ITGB1;ITGA3;ITGA2;PXN;ITGA1;FLNB;PRKCA;ITGAV;FLNC;LAMC1,KEGG_2021_Human
KEGG_2021_Human,ECM-receptor interaction,7/88,3.2277752259358093e-06,0.0002162609401376992,0,0,12.56644880174292,158.8866279060207,ITGB1;ITGA3;ITGA2;ITGA1;ITGAV;LAMC1;CD44,KEGG_2021_Human
GO_Cellular_Component_2023,Cytoplasmic Vesicle Lumen (GO:0060205),7/115,1.8977182735816565e-05,0.0002482848074602668,0,0,9.411968954248366,102.32949790622772,SERPINB1;IMPDH1;MVP;CAT;COTL1;PYGL;S100A11,GO_Cellular_Component_2023
Reactome_2022,Cell-extracellular Matrix Interactions R-HSA-446353,4/16,4.2656882187852494e-06,0.0003650210347217664,0,0,47.58992805755396,588.4450357927259,ITGB1;FBLIM1;PXDN;FLNC,Reactome_2022
Reactome_2022,MET Activates PTK2 Signaling R-HSA-8874081,4/17,5.547275260113903e-06,0.0004153522351010285,0,0,43.92695074709463,531.6129056363916,ITGB1;ITGA3;ITGA2;LAMC1,Reactome_2022
GO_Cellular_Component_2023,CMG Complex (GO:0071162),3/10,4.139889617122962e-05,0.0004999712845294654,0,0,60.765306122448976,613.2590459674897,MCM3;MCM4;MCM2,GO_Cellular_Component_2023
Reactome_2022,Syndecan Interactions R-HSA-3000170,4/20,1.110590353010147e-05,0.0006652436214530781,0,0,35.685251798561154,407.0985565908081,ITGB1;ITGA2;PRKCA;ITGAV,Reactome_2022
Reactome_2022,Non-integrin membrane-ECM Interactions R-HSA-3000171,5/41,1.0610962711498263e-05,0.0006652436214530781,0,0,19.94867149758454,228.48456015499508,ITGB1;ITGA2;ITGAV;PRKCA;LAMC1,Reactome_2022
Reactome_2022,Neurofascin Interactions R-HSA-447043,3/7,1.226644435704278e-05,0.0006679636518062387,0,0,106.35535714285714,1202.7347783274026,SDCBP;DCX;NRCAM,Reactome_2022
Reactome_2022,Innate Immune System R-HSA-168249,21/1035,1.4887085339818449e-05,0.0007119499066906689,0,0,3.198685614511592,35.553443308694725,CTSA;APP;SERPINB1;ANXA2;ARPC1B;HEXB;PLAUR;PRKCA;HLA-A;PYGL;GNS;NFKB2;SDCBP;LAMP1;NPC2;GLB1;COTL1;ITGAV;S100A11;CD44;CTSB,Reactome_2022
Reactome_2022,Hemostasis R-HSA-109582,15/576,1.663989765220261e-05,0.0007119499066906689,0,0,4.030748663101604,44.35317838101176,ITGB1;APP;ANXA2;ITGA3;ITGA2;SERPINE1;ITGA1;PLAUR;PRKCA;PLAT;GNG12;TMX3;GNG2;ITGAV;CD44,Reactome_2022
Reactome_2022,Metabolism R-HSA-1430728,32/2049,1.6398976265770615e-05,0.0007119499066906689,0,0,2.549857740735282,28.09507624808021,DDC;HEXB;GBE1;ECI2;FHL2;PYGL;TYMS;GNS;NT5E;SGPL1;CYP26B1;GNG2;NAMPT;FDXR;ASL;CTSA;ACOT9;NQO1;DUT;RRM1;MBOAT7;PRKCA;ACSL3;GNG12;SUMF2;DHFR;DCTD;PSAT1;GLB1;RBP1;BLVRB;CD44,Reactome_2022
KEGG_2021_Human,Proteoglycans in cancer,9/205,1.708367024732704e-05,0.0008584544299281837,0,0,6.737321047822114,73.95818390110215,ITGB1;ITGA2;PXN;PLAUR;FLNB;PRKCA;ITGAV;FLNC;CD44,KEGG_2021_Human
GO_Cellular_Component_2023,Collagen-Containing Extracellular Matrix (GO:0062023),11/373,7.870705886259865e-05,0.0008826434458162848,0,0,4.487799263351749,42.408705460426354,SERPINB1;ANXA2;SERPINE1;PXDN;PSAP;S100A6;PLAT;LAMC1;ICAM1;TGM2;CTSB,GO_Cellular_Component_2023
GO_Cellular_Component_2023,Cytoskeleton (GO:0005856),14/599,0.00010278695988326692,0.0010758368467781,0,0,3.575273305505864,32.831205847014644,SYNPO2;ARPC1B;MVP;SDCBP;TUBB6;MYO6;ARHGDIB;DCX;FLNB;TAX1BP3;TAGLN3;PDLIM5;NES;PDLIM4,GO_Cellular_Component_2023
Reactome_2022,CHL1 Interactions R-HSA-447041,3/9,2.9131807063460573e-05,0.0011633301620675,0,0,70.89642857142857,740.4196099148945,ITGB1;ITGA2;ITGA1,Reactome_2022
GO_Biological_Process_2023,DNA Metabolic Process (GO:0006259),12/288,1.1231858065351485e-06,0.0014163373020408,0,0,6.498838367076004,89.02980575645817,YY1;TOP2A;DUT;NT5E;RRM1;MSH2;CBS;UBE2T;MCM3;MCM4;TYMS;MCM2,GO_Biological_Process_2023
Reactome_2022,Condensation Of Prometaphase Chromosomes R-HSA-2514853,3/10,4.139889617122962e-05,0.0014330660212826,0,0,60.765306122448976,613.2590459674897,NCAPG;NCAPD2;SMC4,Reactome_2022
Reactome_2022,ECM Proteoglycans R-HSA-3000178,5/55,4.545618431447395e-05,0.0014330660212826,0,0,14.352898550724635,143.5112119982405,ITGB1;ITGA2;SERPINE1;ITGAV;LAMC1,Reactome_2022
Reactome_2022,MET Promotes Cell Motility R-HSA-8875878,4/28,4.489402684705798e-05,0.0014330660212826,0,0,23.780575539568343,238.0722358742977,ITGB1;ITGA3;ITGA2;LAMC1,Reactome_2022
Reactome_2022,Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943,4/28,4.489402684705798e-05,0.0014330660212826,0,0,23.780575539568343,238.0722358742977,DCTD;DUT;RRM1;TYMS,Reactome_2022
KEGG_2021_Human,Pyrimidine metabolism,5/56,4.962748197766933e-05,0.0019950247755023,0,0,14.07075873827792,139.4548087131354,DCTD;NT5E;DUT;RRM1;TYMS,KEGG_2021_Human
Reactome_2022,Keratan Sulfate Degradation R-HSA-2022857,3/12,7.510529393086976e-05,0.0021422890983138,0,0,47.25714285714286,448.78310484034654,GLB1;HEXB;GNS,Reactome_2022
Reactome_2022,Platelet Adhesion To Exposed Collagen R-HSA-75892,3/12,7.510529393086976e-05,0.0021422890983138,0,0,47.25714285714286,448.78310484034654,ITGB1;ITGA2;ITGA1,Reactome_2022
KEGG_2021_Human,Phagosome,7/152,0.00011246204637719644,0.003767478553636,0,0,6.997160243407708,63.624441703600446,ITGB1;TUBB6;LAMP1;ITGA2;M6PR;ITGAV;HLA-A,KEGG_2021_Human
GO_Biological_Process_2023,DNA Unwinding Involved In DNA Replication (GO:0006268),4/20,1.110590353010147e-05,0.0046681814504859,0,0,35.685251798561154,407.0985565908081,HMGA1;MCM3;MCM4;MCM2,GO_Biological_Process_2023
